id,Grievance Title,Detailed Description,Category,Priority Level,Location / Ward No,Department,Status,Date Submitted,Predicted Category,Predicted Priority,Confidence Score,Attachment Name,Internal Notes
SYN-62C9D452,"Education Issue at Garden City, Phase 2 - 550","Shortage of teaching staff for 17 semesters in Garden City, Phase 2.",Education,High,"Garden City, Phase 2",Urban Development Authority,Escalated,2026-02-18,Education,High,0.9,nan,Assigned to Urban Development Authority team.
SYN-B8799D63,"Roads & Infrastructure Issue at Ward 3, Central Zone - 582","Illegal speed breaker installed at Ward 3, Central Zone.",Roads & Infrastructure,Low,"Ward 3, Central Zone",Urban Development Authority,Resolved,2025-06-16,Roads & Infrastructure,Low,0.9,nan,Assigned to Urban Development Authority team.
SYN-33C5ABCC,"Sanitation Issue at Sector 15, Heritage Colony - 133","Drainage blockage causing water logging in Sector 15, Heritage Colony.",Sanitation,Low,"Sector 15, Heritage Colony",Municipal Corporation,Escalated,2025-07-21,Sanitation,Low,0.9,nan,Assigned to Municipal Corporation team.
SYN-CA684875,"Public Safety Issue at Sector 10, Heritage Colony - 605","Lack of police patrolling observed during night in Sector 10, Heritage Colony.",Public Safety,Low,"Sector 10, Heritage Colony",Municipal Corporation,Escalated,2025-12-27,Public Safety,Low,0.9,evidence_99.jpg,Assigned to Municipal Corporation team.
SYN-3C967F3D,"Healthcare Issue at Ward 2, Central Zone - 633","Emergency ambulance delayed by 9 hours for Ward 2, Central Zone.",Healthcare,Urgent,"Ward 2, Central Zone",Health & Family Welfare,New,2025-10-04,Healthcare,Urgent,0.9,nan,Assigned to Health & Family Welfare team.
SYN-8B153C41,"Sanitation Issue at Ward 3, Central Zone - 993","Illegal dumping of construction waste in Ward 3, Central Zone.",Sanitation,Urgent,"Ward 3, Central Zone",Municipal Corporation,New,2025-08-13,Sanitation,Urgent,0.9,nan,Assigned to Municipal Corporation team.
SYN-52DDBDA3,"Education Issue at Sector 15, Heritage Colony - 363","School building in Sector 15, Heritage Colony needs urgent structural repairs.",Education,Low,"Sector 15, Heritage Colony",Urban Development Authority,Resolved,2025-07-11,Education,Low,0.9,evidence_102.jpg,Assigned to Urban Development Authority team.
SYN-3533470E,"Street Lighting Issue at Garden City, Phase 1 - 942","New street light poles installed but not connected in Garden City, Phase 1.",Street Lighting,High,"Garden City, Phase 1",Electricity Board,Escalated,2025-10-27,Street Lighting,High,0.9,nan,Assigned to Electricity Board team.
SYN-C931F1FC,"Drainage Issue at Sector 18, Heritage Colony - 191","Drain cover missing, posing a risk to children in Sector 18, Heritage Colony.",Drainage,Medium,"Sector 18, Heritage Colony",Municipal Corporation,New,2026-02-13,Drainage,Medium,0.9,nan,Assigned to Municipal Corporation team.
SYN-2849C7AB,"Healthcare Issue at Sector 14, Heritage Colony - 504","Unsanitary conditions in the ward area of Sector 14, Heritage Colony hospital.",Healthcare,High,"Sector 14, Heritage Colony",Health & Family Welfare,Escalated,2025-07-10,Healthcare,High,0.9,evidence_105.jpg,Assigned to Health & Family Welfare team.
SYN-FB351C7E,"Public Safety Issue at Sector 14, Heritage Colony - 246","Stray animal menace in the parks of Sector 14, Heritage Colony.",Public Safety,High,"Sector 14, Heritage Colony",Police Department,Escalated,2025-07-30,Public Safety,High,0.9,nan,Assigned to Police Department team.
SYN-31946775,"Healthcare Issue at Ward 8, Central Zone - 333","Government clinic in Ward 8, Central Zone lacks basic medicines.",Healthcare,Low,"Ward 8, Central Zone",Health & Family Welfare,Resolved,2025-03-14,Healthcare,Low,0.9,evidence_107.jpg,Assigned to Health & Family Welfare team.
SYN-01729695,"Drainage Issue at Ward 5, Central Zone - 161","Drain cover missing, posing a risk to children in Ward 5, Central Zone.",Drainage,Medium,"Ward 5, Central Zone",Public Works Department (PWD),Resolved,2025-06-15,Drainage,Medium,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-2E2398AC,"Water Supply Issue at Ward 7, Central Zone - 847","Contaminated water with foul smell reported at Ward 7, Central Zone.",Water Supply,High,"Ward 7, Central Zone",Municipal Corporation,Resolved,2025-05-03,Water Supply,High,0.9,nan,Assigned to Municipal Corporation team.
SYN-8D094F81,"Roads & Infrastructure Issue at Sector 18, Heritage Colony - 975","Major potholes on the main road of Sector 18, Heritage Colony.",Roads & Infrastructure,Low,"Sector 18, Heritage Colony",Urban Development Authority,Escalated,2025-04-26,Roads & Infrastructure,Low,0.9,evidence_110.jpg,Assigned to Urban Development Authority team.
SYN-EC05E605,"Public Safety Issue at Sector 18, Heritage Colony - 209","Illegal parking blocking emergency exits in Sector 18, Heritage Colony.",Public Safety,High,"Sector 18, Heritage Colony",Police Department,Resolved,2025-10-20,Public Safety,High,0.9,nan,Assigned to Police Department team.
SYN-72CC644E,"Drainage Issue at Ward 8, Central Zone - 428","Main drain choked with plastic waste near Ward 8, Central Zone.",Drainage,Urgent,"Ward 8, Central Zone",Public Works Department (PWD),Escalated,2025-03-24,Drainage,Urgent,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-7EAD5C38,"Sanitation Issue at Garden City, Phase 5 - 903","Sewage overflow reported in the back alley of Garden City, Phase 5.",Sanitation,Medium,"Garden City, Phase 5",Health & Family Welfare,Resolved,2025-11-08,Sanitation,Medium,0.9,evidence_113.jpg,Assigned to Health & Family Welfare team.
SYN-F325FC4F,"Street Lighting Issue at Ward 10, Central Zone - 412","Dark spots on the road due to non-functional lights in Ward 10, Central Zone.",Street Lighting,Low,"Ward 10, Central Zone",Municipal Corporation,Resolved,2025-06-25,Street Lighting,Low,0.9,nan,Assigned to Municipal Corporation team.
SYN-AA4D293A,"Street Lighting Issue at Sector 15, Heritage Colony - 783","Street lights not working for 44 nights in Sector 15, Heritage Colony.",Street Lighting,Urgent,"Sector 15, Heritage Colony",Electricity Board,New,2025-04-26,Street Lighting,Urgent,0.9,nan,Assigned to Electricity Board team.
SYN-42E33B39,"Drainage Issue at Ward 2, Central Zone - 244","Monsoon preparation for cleaning drains not started in Ward 2, Central Zone.",Drainage,Low,"Ward 2, Central Zone",Municipal Corporation,Escalated,2025-09-26,Drainage,Low,0.9,evidence_116.jpg,Assigned to Municipal Corporation team.
SYN-EF0F05E1,"Public Safety Issue at Sector 13, Heritage Colony - 317","Increase in petty thefts reported in Sector 13, Heritage Colony after 9 PM.",Public Safety,Low,"Sector 13, Heritage Colony",Municipal Corporation,In Progress,2025-11-24,Public Safety,Low,0.9,nan,Assigned to Municipal Corporation team.
SYN-1AF23711,"Healthcare Issue at Ward 3, Central Zone - 453","Government clinic in Ward 3, Central Zone lacks basic medicines.",Healthcare,Medium,"Ward 3, Central Zone",Municipal Corporation,New,2026-01-30,Healthcare,Medium,0.9,nan,Assigned to Municipal Corporation team.
SYN-DFC2EB7B,"Drainage Issue at Sector 16, Heritage Colony - 868","Drain cover missing, posing a risk to children in Sector 16, Heritage Colony.",Drainage,Medium,"Sector 16, Heritage Colony",Municipal Corporation,Resolved,2025-03-21,Drainage,Medium,0.9,nan,Assigned to Municipal Corporation team.
SYN-EA981AC5,"Sanitation Issue at Garden City, Phase 2 - 909","Illegal dumping of construction waste in Garden City, Phase 2.",Sanitation,Urgent,"Garden City, Phase 2",Health & Family Welfare,Escalated,2025-09-23,Sanitation,Urgent,0.9,evidence_120.jpg,Assigned to Health & Family Welfare team.
SYN-BCFD838B,"Electricity Issue at Ward 3, Central Zone - 849","High voltage fluctuations causing damage to appliances in Ward 3, Central Zone.",Electricity,Medium,"Ward 3, Central Zone",Urban Development Authority,New,2025-07-14,Electricity,Medium,0.9,nan,Assigned to Urban Development Authority team.
SYN-BA2BAE31,"Roads & Infrastructure Issue at Sector 18, Heritage Colony - 799","Illegal speed breaker installed at Sector 18, Heritage Colony.",Roads & Infrastructure,High,"Sector 18, Heritage Colony",Public Works Department (PWD),Escalated,2025-12-22,Roads & Infrastructure,High,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-A828256E,"Street Lighting Issue at Sector 18, Heritage Colony - 324","Street lights not working for 22 nights in Sector 18, Heritage Colony.",Street Lighting,Low,"Sector 18, Heritage Colony",Municipal Corporation,Resolved,2025-03-24,Street Lighting,Low,0.9,evidence_123.jpg,Assigned to Municipal Corporation team.
SYN-2DBC7837,"Drainage Issue at Garden City, Phase 2 - 457","Drain cover missing, posing a risk to children in Garden City, Phase 2.",Drainage,High,"Garden City, Phase 2",Municipal Corporation,Escalated,2025-03-10,Drainage,High,0.9,evidence_124.jpg,Assigned to Municipal Corporation team.
SYN-2AD4FFD3,"Roads & Infrastructure Issue at Sector 19, Heritage Colony - 740","Street pavement broken near Sector 19, Heritage Colony.",Roads & Infrastructure,Urgent,"Sector 19, Heritage Colony",Urban Development Authority,Escalated,2025-04-25,Roads & Infrastructure,Urgent,0.9,nan,Assigned to Urban Development Authority team.
SYN-B05D28D7,"Education Issue at Sector 12, Heritage Colony - 408","Shortage of teaching staff for 13 semesters in Sector 12, Heritage Colony.",Education,Low,"Sector 12, Heritage Colony",Urban Development Authority,New,2025-09-05,Education,Low,0.9,nan,Assigned to Urban Development Authority team.
SYN-5561BA7C,"Drainage Issue at Ward 8, Central Zone - 356","Monsoon preparation for cleaning drains not started in Ward 8, Central Zone.",Drainage,Urgent,"Ward 8, Central Zone",Public Works Department (PWD),In Progress,2025-11-27,Drainage,Urgent,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-0173F2EB,"Healthcare Issue at Garden City, Phase 4 - 202","Emergency ambulance delayed by 60 hours for Garden City, Phase 4.",Healthcare,Urgent,"Garden City, Phase 4",Municipal Corporation,New,2025-12-13,Healthcare,Urgent,0.9,evidence_128.jpg,Assigned to Municipal Corporation team.
SYN-93F69A17,"Drainage Issue at Ward 6, Central Zone - 834","Stinking smell from the open drain in Ward 6, Central Zone.",Drainage,High,"Ward 6, Central Zone",Municipal Corporation,Resolved,2025-06-15,Drainage,High,0.9,nan,Assigned to Municipal Corporation team.
SYN-15AC1D36,"Roads & Infrastructure Issue at Ward 1, Central Zone - 203","Road construction halted for 35 months in Ward 1, Central Zone.",Roads & Infrastructure,Low,"Ward 1, Central Zone",Urban Development Authority,New,2026-01-28,Roads & Infrastructure,Low,0.9,nan,Assigned to Urban Development Authority team.
SYN-776DB1D2,"Electricity Issue at Ward 2, Central Zone - 360","High voltage fluctuations causing damage to appliances in Ward 2, Central Zone.",Electricity,Medium,"Ward 2, Central Zone",Electricity Board,In Progress,2025-10-27,Electricity,Medium,0.9,nan,Assigned to Electricity Board team.
SYN-0DEF2CA3,"Water Supply Issue at Garden City, Phase 2 - 440","Contaminated water with foul smell reported at Garden City, Phase 2.",Water Supply,High,"Garden City, Phase 2",Municipal Corporation,New,2025-07-25,Water Supply,High,0.9,evidence_132.jpg,Assigned to Municipal Corporation team.
SYN-73781E22,"Public Safety Issue at Garden City, Phase 1 - 591","Increase in petty thefts reported in Garden City, Phase 1 after 9 PM.",Public Safety,Urgent,"Garden City, Phase 1",Police Department,New,2025-07-01,Public Safety,Urgent,0.9,nan,Assigned to Police Department team.
SYN-CA289EC4,"Healthcare Issue at Sector 10, Heritage Colony - 982","Government clinic in Sector 10, Heritage Colony lacks basic medicines.",Healthcare,High,"Sector 10, Heritage Colony",Municipal Corporation,Resolved,2026-01-19,Healthcare,High,0.9,nan,Assigned to Municipal Corporation team.
SYN-510F3766,"Education Issue at Ward 6, Central Zone - 105","Illegal encroachments near the playground of Ward 6, Central Zone school.",Education,Urgent,"Ward 6, Central Zone",Education Department,New,2025-12-11,Education,Urgent,0.9,evidence_135.jpg,Assigned to Education Department team.
SYN-409BC3C4,"Public Safety Issue at Garden City, Phase 2 - 743","Increase in petty thefts reported in Garden City, Phase 2 after 9 PM.",Public Safety,High,"Garden City, Phase 2",Police Department,New,2025-04-28,Public Safety,High,0.9,nan,Assigned to Police Department team.
SYN-8442EB9D,"Electricity Issue at Garden City, Phase 1 - 785","Frequent power cuts without notice in Garden City, Phase 1.",Electricity,Medium,"Garden City, Phase 1",Urban Development Authority,Escalated,2025-03-25,Electricity,Medium,0.9,evidence_137.jpg,Assigned to Urban Development Authority team.
SYN-F0FDF69C,"Healthcare Issue at Garden City, Phase 3 - 790","Unsanitary conditions in the ward area of Garden City, Phase 3 hospital.",Healthcare,High,"Garden City, Phase 3",Health & Family Welfare,New,2025-05-25,Healthcare,High,0.9,nan,Assigned to Health & Family Welfare team.
SYN-6A0EDF34,"Sanitation Issue at Ward 2, Central Zone - 195","Illegal dumping of construction waste in Ward 2, Central Zone.",Sanitation,Medium,"Ward 2, Central Zone",Municipal Corporation,In Progress,2025-05-19,Sanitation,Medium,0.9,nan,Assigned to Municipal Corporation team.
SYN-3A00C3B8,"Water Supply Issue at Ward 5, Central Zone - 317","Contaminated water with foul smell reported at Ward 5, Central Zone.",Water Supply,Urgent,"Ward 5, Central Zone",Public Works Department (PWD),In Progress,2025-12-12,Water Supply,Urgent,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-43E51951,"Street Lighting Issue at Garden City, Phase 3 - 993","Street lights not working for 32 nights in Garden City, Phase 3.",Street Lighting,High,"Garden City, Phase 3",Municipal Corporation,Resolved,2025-05-28,Street Lighting,High,0.9,evidence_141.jpg,Assigned to Municipal Corporation team.
SYN-A9974D36,"Sanitation Issue at Ward 2, Central Zone - 861","Sewage overflow reported in the back alley of Ward 2, Central Zone.",Sanitation,Urgent,"Ward 2, Central Zone",Municipal Corporation,Resolved,2026-01-19,Sanitation,Urgent,0.9,evidence_142.jpg,Assigned to Municipal Corporation team.
SYN-380B6386,"Education Issue at Garden City, Phase 5 - 591","Lack of pure drinking water facilities in Garden City, Phase 5 primary school.",Education,Urgent,"Garden City, Phase 5",Urban Development Authority,Escalated,2025-08-01,Education,Urgent,0.9,nan,Assigned to Urban Development Authority team.
SYN-F8D650FF,"Healthcare Issue at Ward 10, Central Zone - 876","Unsanitary conditions in the ward area of Ward 10, Central Zone hospital.",Healthcare,High,"Ward 10, Central Zone",Health & Family Welfare,In Progress,2025-07-11,Healthcare,High,0.9,nan,Assigned to Health & Family Welfare team.
SYN-3832AB20,"Waste Management Issue at Sector 15, Heritage Colony - 110","Garbage collection truck hasn't visited Sector 15, Heritage Colony for a week.",Waste Management,High,"Sector 15, Heritage Colony",Sanitation Department,In Progress,2025-07-26,Waste Management,High,0.9,evidence_145.jpg,Assigned to Sanitation Department team.
SYN-133FAD97,"Waste Management Issue at Sector 14, Heritage Colony - 188","Open garbage bin overflowing and spreading disease in Sector 14, Heritage Colony.",Waste Management,Urgent,"Sector 14, Heritage Colony",Sanitation Department,In Progress,2025-11-30,Waste Management,Urgent,0.9,nan,Assigned to Sanitation Department team.
SYN-240C0228,"Public Safety Issue at Ward 7, Central Zone - 445","Illegal parking blocking emergency exits in Ward 7, Central Zone.",Public Safety,Low,"Ward 7, Central Zone",Police Department,In Progress,2025-11-18,Public Safety,Low,0.9,nan,Assigned to Police Department team.
